"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 29 19:43:50 UTC 2026","Thu Jan 29 19:44:09 UTC 2026","19000","","ubuntu1804-i386-container","","","","QA 461","PCP QA Test No. 461

checks pmdalogger event access functionality



Copyright (c) 2011 Aconex.  All Rights Reserved.



seq=`basename $0`

echo ""QA output created by $seq""

"
"passed","Thu Jan 29 19:49:47 UTC 2026","Thu Jan 29 19:49:47 UTC 2026","0","","ubuntu1804-container","","","","QA 586","PCP QA Test No. 586

Test qa template.c source app and pmGetOptions()



Note: qa/899 provides a much more rigorous workout for

	pmGetOptions()



Copyright (c) 2017 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:46:06 UTC 2026","Thu Jan 29 19:46:06 UTC 2026","0","","ubuntu2004-container","","","","QA 550","PCP QA Test No. 550

Exercise fixes for remotely triggered memory leaks in pmcd



Copyright (c) 2013 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 20:49:46 UTC 2026","Thu Jan 29 20:49:53 UTC 2026","7000","","debian11-container","","","","QA 1424","PCP QA Test No. 1424

Check out the pmlogger configuration style being used by Joe White

at Center for Computational Research - University at Buffalo.



Copyright (c) 2022 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:36:04 UTC 2026","Thu Jan 29 20:36:04 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 1219","PCP QA Test No. 1219

Exercise the pcp(1) script with explicit command paths.



Copyright (c) 2018 Red Hat.



"
"passed","Thu Jan 29 20:36:44 UTC 2026","Thu Jan 29 20:36:44 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 1224","PCP QA Test No. 1224

Verify all pcp-dstat(1) configuration files.



Copyright (c) 2018 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 20:42:46 UTC 2026","Thu Jan 29 20:42:47 UTC 2026","1000","","ubuntu2004-container","","","","QA 1507","PCP QA Test No. 1507

check out indomcachectl



Copyright (c) 2024 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:23:33 UTC 2026","Thu Jan 29 20:23:34 UTC 2026","1000","","debian11-container","","","","QA 997","PCP QA Test No. 997

Exercise pmlogextract handling of corrupt archive records.



Copyright (c) 2014 Red Hat.



"
"passed","Thu Jan 29 19:19:59 UTC 2026","Thu Jan 29 19:20:00 UTC 2026","1000","","ubuntu2004-container","","","","QA 231","PCP QA Test No. 231

number w/out leading digit in pmie ... bug #421411



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 20:54:47 UTC 2026","Thu Jan 29 20:54:47 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 1554","PCP QA Test No. 1554

Sagar Sagar's pmstat infinite loop case



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:58:20 UTC 2026","Thu Jan 29 20:58:20 UTC 2026","0","","debian11-container","","","","QA 1605","PCP QA Test No. 1605

pmGetOpt - mem leak from ambiguity handling of long options



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:14:24 UTC 2026","Thu Jan 29 20:14:29 UTC 2026","5000","","debian11-container","","","","QA 832","PCP QA Test No. 832

Exercise enforced-authentication modes for pmcd.



Copyright (c) 2013,2017 Red Hat.



"
"passed","Thu Jan 29 19:51:16 UTC 2026","Thu Jan 29 19:51:16 UTC 2026","0","","debian11-container","","","","QA 552","PCP QA Test No. 552

Exercise pmNewContext parameter handling botch



Copyright (c) 2013 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 20:03:35 UTC 2026","Thu Jan 29 20:03:35 UTC 2026","0","","ubuntu2004-container","","","","QA 739","PCP QA Test No. 739

Exercise python script automated option handling



Copyright (c) 2014,2017 Red Hat.



"
"passed","Thu Jan 29 20:13:48 UTC 2026","Thu Jan 29 20:13:57 UTC 2026","9000","","ubuntu1804-i386-container","","","","QA 845","PCP QA Test No. 845

Exercise the mounts PMDA Install/Remove and basic functionality.



Copyright (c) 2015-2016 Red Hat.



"
"passed","Thu Jan 29 19:45:49 UTC 2026","Thu Jan 29 19:45:55 UTC 2026","6000","","ubuntu1804-container","","","","QA 540","PCP QA Test No. 540

valgrind version of qa/504 ...

Use libpcp_fault to exercise __pmProcessExec() and friends from libpcp.



Copyright (c) 2017 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:14:03 UTC 2026","Thu Jan 29 20:14:04 UTC 2026","1000","","ubuntu1804-container","","","","QA 916","PCP QA Test No. 916

Exercise pmlogextract failure to merge archives with duplicate

metric names in one of the source archives but not the other,

resulting in the following error:

""pmlogextract: Error: metric PMID 60.18.0: name changed from hinv.cpu.clock to hinv.cpu.clock, hinv.cpu.clock!""



Inspect metric name details via ""od -c ./archives/dupname-X.meta""



Copyright (c) 2016 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 19:29:45 UTC 2026","Thu Jan 29 19:29:52 UTC 2026","7000","","ubuntu1804-container","","","","QA 295","PCP QA Test No. 295

verify pmproxy cleans up correctly when clients are terminated



Copyright (c) 2005 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:43:31 UTC 2026","Thu Jan 29 20:43:31 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 1345","PCP QA Test No. 1345

Use libpcp_fault to exercise __pmAllocResult



non-valgrind variant, see qa/1468 for the valgrind variant



Copyright (c) 2021 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:02:08 UTC 2026","Thu Jan 29 20:02:13 UTC 2026","5000","","ubuntu1804-i386-container","","","","QA 672","PCP QA Test No. 672

double-free in pmParseTimeWindow()

GH: https://github.com/performancecopilot/pcp/issues/504



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:49:36 UTC 2026","Thu Jan 29 20:49:37 UTC 2026","1000","","ubuntu1804-container","","","","QA 1552","PCP QA Test No. 1552

simple mmv PMDA on-disk check



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:53:01 UTC 2026","Thu Jan 29 19:53:04 UTC 2026","3000","","ubuntu2004-container","","","","QA 606","PCP QA Test No. 606

test python pmcc MetricGroupManager.checkMissingMetrics()



Copyright (c) 2017 Red Hat.  All Rights Reserved.



seq=`basename $0`

echo ""QA output created by $seq""

"
"passed","Thu Jan 29 20:01:51 UTC 2026","Thu Jan 29 20:01:58 UTC 2026","7000","","ubuntu2004-container","","","","QA 716","PCP QA Test No. 716

Exercise dbpmda use with the Perl implementation of pmdasimple.



Copyright (c) 2013 Red Hat.



"
"passed","Thu Jan 29 19:32:57 UTC 2026","Thu Jan 29 19:32:57 UTC 2026","0","","ubuntu2004-container","","","","QA 341","PCP QA Test No. 341



exercise corner cases for pmdaCacheOp(...LOAD...)



Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:05:42 UTC 2026","Thu Jan 29 20:05:42 UTC 2026","0","","debian11-container","","","","QA 688","PCP QA Test No. 688

derived metrics & instance filtering - parser checks



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:12:55 UTC 2026","Thu Jan 29 19:12:55 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 141","PCP QA Test No. 141

pmNewContext and archive and fullpathname bug



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:54:02 UTC 2026","Thu Jan 29 19:54:11 UTC 2026","9000","","ubuntu1804-container","","","","QA 638","PCP QA Test No. 638

pmnsdel concurrency issues - pv #826904



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 20:39:16 UTC 2026","Thu Jan 29 20:39:17 UTC 2026","1000","","debian11-container","","","","QA 1256","PCP QA Test No. 1256

per-context derived metrics with pmDupContext() in the mix

- valgrind version of qa/1254



Copyright (c) 2020 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:47:22 UTC 2026","Thu Jan 29 20:47:29 UTC 2026","7000","","ubuntu1804-container","","","","QA 1517","PCP QA Test No. 1517

derived metric masking tests



valgrind variant, see qa/1513 for the non-valgrind variant



check-group-include: derive



Copyright (c) 2024 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:18:21 UTC 2026","Thu Jan 29 20:18:22 UTC 2026","1000","","ubuntu1804-container","","","","QA 995","PCP QA Test No. 995

Exercise the python exception handling classes.



Copyright (c) 2015 Red Hat.



"
"passed","Thu Jan 29 19:36:48 UTC 2026","Thu Jan 29 19:36:49 UTC 2026","1000","","ubuntu1804-i386-container","","","","QA 373","PCP QA Test No. 373



iostat2pcp exerciser



Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:58:09 UTC 2026","Thu Jan 29 20:58:09 UTC 2026","0","","debian11-container","","","","QA 1598","PCP QA Test No. 1598

Exercise the statsd PMDA Install/Remove process.



Copyright (c) 2019 Red Hat.



"
"passed","Thu Jan 29 20:26:02 UTC 2026","Thu Jan 29 20:26:06 UTC 2026","4000","","ubuntu1804-container","","","","QA 1139","PCP QA Test No. 1139

Ranking, sorting, limit filter, and predicates tests with pmrep.



Copyright (c) 2018-2019 Red Hat.



"
"skipped","Thu Jan 29 20:53:05 UTC 2026","Thu Jan 29 20:53:05 UTC 2026","0","","ubuntu1804-container","","","","QA 1642","PCP QA Test No. 1642

pmlogcheck -r -R [repair]



non-valgrind variant, see qa/1643 for the valgrind variant



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Jan 29 19:36:06 UTC 2026","Thu Jan 29 19:36:06 UTC 2026","0","","debian11-container","","","","QA 323","PCP QA Test No. 323

validate some values for pmdashping



Copyright (c) 2015 Red Hat.

Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:17:40 UTC 2026","Thu Jan 29 19:17:40 UTC 2026","0","","ubuntu1804-container","","","","QA 226","PCP QA Test No. 226

Check for missing dbpmda help text



Copyright (c) 2009 Silicon Graphics, Inc.  All Rights Reserved.

Copyright (c) 2013 Red Hat.



"
"passed","Thu Jan 29 20:33:38 UTC 2026","Thu Jan 29 20:33:39 UTC 2026","1000","","ubuntu2004-container","","","","QA 1311","PCP QA Test No. 1311

Marko's ""Number of user space processes"" issue



see qa/1312 for the valgrind version of this test



Copyright (c) 2021 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:43:18 UTC 2026","Thu Jan 29 19:43:27 UTC 2026","9000","","debian11-container","","","","QA 439","PCP QA Test No. 439

Additional coverage for __pmConnectLogger



Copyright (c) 2011 Ken McDonell.  All Rights Reserved.



check-group-include: pmlc



"
"passed","Thu Jan 29 19:48:20 UTC 2026","Thu Jan 29 19:48:20 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 537","PCP QA Test No. 537

Exercises handling of pmimport PMID number boundaries.



Copyright (c) 2013 Red Hat.



"
"passed","Thu Jan 29 19:05:59 UTC 2026","Thu Jan 29 19:06:03 UTC 2026","4000","","ubuntu1804-i386-container","","","","QA 068","PCP QA Test No. 068

pmNewContext() bad error status if pmcd is not running



Note: this is the simplest test to get the pmcd start/stop filtering

	to be correct ... use this to tune _filter_pcp_start() and

	_filter_pcp_stop() in common.filter



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:45:43 UTC 2026","Thu Jan 29 19:45:47 UTC 2026","4000","","ubuntu1804-container","","","","QA 538","PCP QA Test No. 538

check pmie atexit problem



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Jan 29 19:48:45 UTC 2026","Thu Jan 29 19:48:45 UTC 2026","0","","debian11-container","","","","QA 512","PCP QA Test No. 512

lock recursion depth for some pcp apps



Copyright (c) 2012 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:54:40 UTC 2026","Thu Jan 29 20:54:42 UTC 2026","2000","","ubuntu1804-container","","","","QA 1683","PCP QA Test No. 1683

pmlogconf - error handling and mem leaks

[related to Coverity CID 454668]



valgrind variant, see qa/1679 for the non-valgrind variant



check-group-include: pmlogconf



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:49:12 UTC 2026","Thu Jan 29 20:49:12 UTC 2026","0","","ubuntu2004-container","","","","QA 1640","PCP QA Test No. 1640

pmUnregisterDerived() workout



non-valgrind variant, see qa/1641 for the valgrind variant



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Jan 29 19:59:50 UTC 2026","Thu Jan 29 19:59:50 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 655","PCP QA Test No. 655

test resctrl PMDA



Copyright (c) 2023 Red Hat.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:46:10 UTC 2026","Thu Jan 29 20:46:10 UTC 2026","0","","debian11-container","","","","QA 1358","PCP QA Test No. 1358

Exercise the podman PMDA.



Copyright (c) 2018,2021 Red Hat.



"
"passed","Thu Jan 29 19:47:36 UTC 2026","Thu Jan 29 19:47:37 UTC 2026","1000","","debian11-container","","","","QA 469","PCP QA Test No. 469

test for long help text exceeding maximum length



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 20:21:44 UTC 2026","Thu Jan 29 20:21:44 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 980","PCP QA Test No. 980

Basic archive mode validation of the Python pmcc module

(pmcc -> Performance Metrics Convenience Classes)



Copyright (c) 2014 Red Hat.



"
"passed","Thu Jan 29 20:19:55 UTC 2026","Thu Jan 29 20:19:56 UTC 2026","1000","","debian11-container","","","","QA 928","PCP QA Test No. 928

Check __pmLogPutResult2() vs __pmLogPutResult()



Copyright (c) 2014 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:16:43 UTC 2026","Thu Jan 29 19:16:46 UTC 2026","3000","","ubuntu1804-i386-container","","","","QA 175","PCP QA Test No. 175

Check pmval for initial ""No values"" and sample ctrs



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 20:51:51 UTC 2026","Thu Jan 29 20:51:52 UTC 2026","1000","","debian11-container","","","","QA 1471","PCP QA Test No. 1471

pmdalinux bug in get_distro_info() as reported by

Tim Guo(BJ-RD) <TimGuo@zhaoxin.com>



Copyright (c) 2023 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:34:52 UTC 2026","Thu Jan 29 19:34:53 UTC 2026","1000","","ubuntu2004-container","","","","QA 359","PCP QA Test No. 359

Simple sanity check that we can get through validation of all

of the metrics without any surprises



Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:22:13 UTC 2026","Thu Jan 29 19:22:15 UTC 2026","2000","","debian11-container","","","","QA 229","PCP QA Test No. 229

pmie dumps core on this



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 21:10:04 UTC 2026","Thu Jan 29 21:10:10 UTC 2026","6000","","debian11-container","","","","QA 1984","PCP QA Test No. 1984

Ensure pmlogconf enables/disables sections after agent Install/Remove.

Use the same options as the pmlogger auto-configuration service.



Copyright (c) 2022 Red Hat.



"
"skipped","Thu Jan 29 20:58:37 UTC 2026","Thu Jan 29 20:58:37 UTC 2026","0","","debian11-container","","","","QA 1612","PCP QA Test No. 1612

Exercise the BPF PMDA CO-RE opensnoop module - install, remove and values.



Copyright (c) 2022 Sohaib Mohamed.



"
"passed","Thu Jan 29 20:24:13 UTC 2026","Thu Jan 29 20:24:13 UTC 2026","0","","debian11-container","","","","QA 1048","PCP QA Test No. 1048

Exercise python fetchgroup wrapper instance type fix.



Copyright (c) 2016 Red Hat.



"
"skipped","Thu Jan 29 20:56:47 UTC 2026","Thu Jan 29 20:56:48 UTC 2026","1000","","ubuntu1804-i386-container","","","","QA 1600","PCP QA Test No. 1600

Exercise log discovery, pmproxy and pmseries.



Copyright (c) 2018-2020 Red Hat.



"
"passed","Thu Jan 29 19:40:55 UTC 2026","Thu Jan 29 19:41:15 UTC 2026","20000","","ubuntu1804-container","","","","QA 458","PCP QA Test No. 458

checks pmdalogger event functionality



Copyright (c) 2011 Aconex.  All Rights Reserved.



seq=`basename $0`

echo ""QA output created by $seq""

"
"skipped","Thu Jan 29 21:02:22 UTC 2026","Thu Jan 29 21:02:22 UTC 2026","0","","ubuntu1804-container","","","","QA 1996","PCP QA Test No. 1996

Exercise the InfiniBand PMDA with mock libraries (no hardware required)



Copyright (c) 2025 Red Hat.



"
"passed","Thu Jan 29 20:09:44 UTC 2026","Thu Jan 29 20:09:44 UTC 2026","0","","debian11-container","","","","QA 738","PCP QA Test No. 738

Exercise pmlogmv



Copyright (c) 2014 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:39:55 UTC 2026","Thu Jan 29 20:39:55 UTC 2026","0","","ubuntu1804-container","","","","QA 1364","PCP QA Test No. 1364

pmlogger delta-indom write path ... check on-disk metadata

and verify that libpcp can load and ""undelta"" the indom



non-valgrind variant, see qa/1365 for the valgrind variant



Copyright (c) 2022 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:32:34 UTC 2026","Thu Jan 29 20:32:52 UTC 2026","18000","","ubuntu1804-i386-container","","","","QA 1200","PCP QA Test No. 1200

pmlogger_check for primary logger and pmcd may not be running (yet)

- systemd and package install failure case



This is the single pmlogger version.  See qa/1201 for the multiple

pmlogger version.



Copyright (c) 2020 Ken McDonell.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:54:47 UTC 2026","Thu Jan 29 20:54:47 UTC 2026","0","","ubuntu1804-container","","","","QA 1711","PCP QA Test No. 1711

Exercises pmdastatsd - counter metric type



Copyright (c) 2020 Red Hat.



"
"passed","Thu Jan 29 21:02:21 UTC 2026","Thu Jan 29 21:02:24 UTC 2026","3000","","debian11-container","","","","QA 1696","PCP QA Test No. 1696

Valgrind pmproxy REST API load testing.

"
"passed","Thu Jan 29 20:46:28 UTC 2026","Thu Jan 29 20:46:35 UTC 2026","7000","","ubuntu1804-container","","","","QA 1512","PCP QA Test No. 1512

__pmOutputThrottle exerciser



Copyright (c) 2024 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:53:37 UTC 2026","Thu Jan 29 19:53:37 UTC 2026","0","","ubuntu1804-container","","","","QA 621","PCP QA Test No. 621

pmlogsize error handling



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:58:03 UTC 2026","Thu Jan 29 20:58:03 UTC 2026","0","","debian11-container","","","","QA 1593","PCP QA Test No. 1593

check -t > 1day after XTB has gone away



Copyright (c) 2025 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:06:01 UTC 2026","Thu Jan 29 20:06:01 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 723","PCP QA Test No. 723

Exercise Linux kernel proc.psinfo.label metric



Copyright (c) 2013 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 20:33:46 UTC 2026","Thu Jan 29 20:33:47 UTC 2026","1000","","ubuntu1804-container","","","","QA 1278","PCP QA Test No. 1278

Check fixes to dbpmda's debug command.



- valgrind version of qa/1277



Copyright (c) 2020 Ken McDonell.  All Rights Reserved.



check-group-include: dbpmda

"
"passed","Thu Jan 29 20:30:19 UTC 2026","Thu Jan 29 20:30:19 UTC 2026","0","","ubuntu2004-container","","","","QA 1245","PCP QA Test No. 1245

Exercise pmsprintf PMAPI interface.



Copyright (c) 2017 Red Hat.



"
"passed","Thu Jan 29 20:55:56 UTC 2026","Thu Jan 29 20:56:02 UTC 2026","6000","","ubuntu1804-container","","","","QA 1770","PCP QA Test No. 1770

Exercise different pmdaproc access control settings.



Copyright (c) 2024 Red Hat.



"
"passed","Thu Jan 29 20:02:12 UTC 2026","Thu Jan 29 20:02:17 UTC 2026","5000","","ubuntu2004-container","","","","QA 718","PCP QA Test No. 718

Exercise dbpmda use with the Python implementation of pmdasimple.



Copyright (c) 2013,2015 Red Hat.



"
"skipped","Thu Jan 29 20:07:11 UTC 2026","Thu Jan 29 20:07:11 UTC 2026","0","","ubuntu2004-container","","","","QA 819","PCP QA Test No. 819

Testing pmdaelasticsearch versioned metrics



Copyright (c) 2016 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 19:37:14 UTC 2026","Thu Jan 29 19:37:16 UTC 2026","2000","","ubuntu1804-i386-container","","","","QA 387","PCP QA Test No. 387

Run pmnsunload using valgrind (see also 290)



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:55:19 UTC 2026","Thu Jan 29 19:55:19 UTC 2026","0","","debian11-container","","","","QA 594","PCP QA Test No. 594

pv 779246/782029 test sample.sysinfo vtype / desc



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:50:49 UTC 2026","Thu Jan 29 19:50:59 UTC 2026","10000","","debian11-container","","","","QA 541","PCP QA Test No. 541

another variant on ...

535080 - dynamic indoms for pmie, uses sample.dynamic.*

this time, the problem is when the intial instance domain contains

one instance, the pmie expression tree uses the 1:1 operator instead

of the n:1 operator



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 20:44:27 UTC 2026","Thu Jan 29 20:44:31 UTC 2026","4000","","ubuntu1804-i386-container","","","","QA 1382","PCP QA Test No. 1382

pmlogcheck - new archive version vs metadata record type checks



valgrind variant, see qa/1381 for the non-valgrind variant





Copyright (c) 2022 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:16:09 UTC 2026","Thu Jan 29 19:16:47 UTC 2026","38000","","ubuntu1804-container","","","","QA 199","PCP QA Test No. 199

check out trivial PMDA



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:18:49 UTC 2026","Thu Jan 29 19:18:49 UTC 2026","0","","debian11-container","","","","QA 173","PCP QA Test No. 173

variant on 171 for bogus ""No values"" for pmchart from a log



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 19:43:02 UTC 2026","Thu Jan 29 19:43:03 UTC 2026","1000","","ubuntu1804-container","","","","QA 485","PCP QA Test No. 485

check pmlogrewrite archive rewriting - global specifications



Copyright (c) 2011 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:18:45 UTC 2026","Thu Jan 29 19:19:59 UTC 2026","74000","","ubuntu2004-container","","","","QA 230","PCP QA Test No. 230



Check timeouts for pmlc's calls to __pmGetPDU



Copyright (c) 2009 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:08:47 UTC 2026","Thu Jan 29 20:08:48 UTC 2026","1000","","debian11-container","","","","QA 729","PCP QA Test No. 729

Exercise fixes for a few python API segfaults



Copyright (c) 2014 Red Hat.



"
"passed","Thu Jan 29 19:20:03 UTC 2026","Thu Jan 29 19:20:04 UTC 2026","1000","","ubuntu2004-container","","","","QA 240","PCP QA Test No. 240

pmnsmerge with nested cpp directives in the first arg



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Thu Jan 29 20:55:07 UTC 2026","Thu Jan 29 20:55:07 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 1562","PCP QA Test No. 1562

pminfo malloc/free botch and bad reporting for dynamic metrics with

no children (like when a node is left in the PMNS, but the

corresponding PMDA is not active via pmcd).



non-valgrind variant, see qa/1563 for the valgrind variant



Copyright (c) 2024 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:05:04 UTC 2026","Thu Jan 29 20:05:18 UTC 2026","14000","","ubuntu1804-i386-container","","","","QA 715","PCP QA Test No. 715

Basic checkout of the Perl pmdasimple implementation.



Copyright (c) 2013 Red Hat.



"
"passed","Thu Jan 29 20:18:10 UTC 2026","Thu Jan 29 20:18:11 UTC 2026","1000","","ubuntu1804-i386-container","","","","QA 934","PCP QA Test No. 934

Check mkdir_and_chown() from rc-proc



Copyright (c) 2017 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:43:19 UTC 2026","Thu Jan 29 19:43:20 UTC 2026","1000","","ubuntu1804-container","","","","QA 499","PCP QA Test No. 499

pmlogrewrite - -q option



Copyright (c) 2011 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:13:12 UTC 2026","Thu Jan 29 19:13:12 UTC 2026","0","","ubuntu1804-container","","","","QA 166","PCP QA Test No. 166

pmlogreduce in the presence of mark records



Copyright (c) 2005 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Thu Jan 29 20:54:53 UTC 2026","Thu Jan 29 20:54:53 UTC 2026","0","","debian11-container","","","","QA 1529","PCP QA Test No. 1529

pmcd -L maxpmids testing



Copyright (c) 2024 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:16:24 UTC 2026","Thu Jan 29 20:16:29 UTC 2026","5000","","ubuntu1804-i386-container","","","","QA 892","PCP QA Test No. 892

Exercise daemon local-only access in IPv6 mode.



Copyright (c) 2015 Red Hat.



"
"skipped","Thu Jan 29 20:46:14 UTC 2026","Thu Jan 29 20:46:14 UTC 2026","0","","ubuntu2004-container","","","","QA 1562","PCP QA Test No. 1562

pminfo malloc/free botch and bad reporting for dynamic metrics with

no children (like when a node is left in the PMNS, but the

corresponding PMDA is not active via pmcd).



non-valgrind variant, see qa/1563 for the valgrind variant



Copyright (c) 2024 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 19:45:17 UTC 2026","Thu Jan 29 19:45:17 UTC 2026","0","","ubuntu2004-container","","","","QA 532","PCP QA Test No. 532

pmlogger_check with *-xx.* archives and .meta files in subdirs

(loosely based on 530 and 338)



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



Note: for reasons that are not understood, this test sometimes fails

	but passes when rerun



check-group-include: pmlogrewrite pmlogextract



"
"passed","Thu Jan 29 20:03:15 UTC 2026","Thu Jan 29 20:03:16 UTC 2026","1000","","debian11-container","","","","QA 659","PCP QA Test No. 659

pmlogreduce with compressed archives



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Thu Jan 29 20:33:03 UTC 2026","Thu Jan 29 20:33:04 UTC 2026","1000","","ubuntu1804-container","","","","QA 1247","PCP QA Test No. 1247

Test that pmlogrewrite(1) updates label records when InDoms change



Copyright (c) 2018 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 20:50:40 UTC 2026","Thu Jan 29 20:50:40 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 1498","PCP QA Test No. 1498

Test libpcp multi-archive support using pmclient_fg



V3 archive variant, see qa/887 for the V2 archive variant



Copyright (c) 2016 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 21:02:04 UTC 2026","Thu Jan 29 21:02:05 UTC 2026","1000","","ubuntu1804-container","","","","QA 1985","PCP QA Test No. 1985

Exercise a pmfind fix - valgrind-enabled variant.



Copyright (c) 2022 Red Hat.  All Rights Reserved.



"
"passed","Thu Jan 29 20:30:21 UTC 2026","Thu Jan 29 20:30:27 UTC 2026","6000","","ubuntu1804-i386-container","","","","QA 1147","PCP QA Test No. 1147

mutual exclusion for pmlogger init script?

this version is using systemctl (see 1146 for dual)



Copyright (c) 2019 Ken McDonell.  All Rights Reserved.



"
